Province,District,Palika,Category,Status,Rows_Added,Started_Date,Completed_Date,Notes
Bagmati,Lalitpur,Godawari Municipality,Women & Children,Completed,2,2026-07-06,2026-07-06,Official NWC and NCRC sources checked; national protection helpline rows added for Godawari coverage.
Bagmati,Lalitpur,Godawari Municipality,Electricity & Utilities,Completed,1,2026-07-06,2026-07-06,Official NEA and KUKL sources checked; coverage row added. Godawari-specific utility counter not confirmed in this pass.
Bagmati,Lalitpur,Godawari Municipality,Disaster & Rescue,Completed,1,2026-07-06,2026-07-06,Official municipal audio notice board and national disaster hotline context checked; disaster coverage row added.
Bagmati,Lalitpur,Godawari Municipality,Travel & Tourism,Completed,2,2026-07-06,2026-07-06,Official municipal tourism branding and official tourist police source checked; tourism support rows added.
Bagmati,Lalitpur,Godawari Municipality,Ward Offices,Completed,14,2026-07-06,2026-07-09,Official ward pages checked; all 14 ward office rows are now present.
Bagmati,Lalitpur,Mahalaxmi Municipality,Information & Inquiry,Completed,1,2026-07-06,2026-07-06,Official homepage checked; Information Officer row added.
Bagmati,Lalitpur,Mahalaxmi Municipality,Emergency Services,Completed,1,2026-07-06,2026-07-06,Official homepage checked; free ambulance service row added as local emergency coverage.
Bagmati,Lalitpur,Mahalaxmi Municipality,Police & Security,Completed,3,2026-07-06,2026-07-06,"Official Lalitpur police range, tourist police, and traffic police sources checked; police coverage rows added."
Bagmati,Lalitpur,Mahalaxmi Municipality,Hospitals,Completed,1,2026-07-06,2026-07-09,"Official hospital source confirmed KIST Medical College and Teaching Hospital in Ward 1, Imadol; one verified hospital row added."
Bagmati,Lalitpur,Mahalaxmi Municipality,Women & Children,Completed,2,2026-07-06,2026-07-06,Official NWC and NCRC sources checked; national protection helpline rows added for Mahalaxmi coverage.
Bagmati,Lalitpur,Mahalaxmi Municipality,Electricity & Utilities,Completed,1,2026-07-06,2026-07-06,Official NEA and KUKL sources checked; coverage row added.
Bagmati,Lalitpur,Mahalaxmi Municipality,Disaster & Rescue,Completed,1,2026-07-06,2026-07-06,Official municipal ambulance service and national disaster hotline context checked; disaster coverage row added.
Bagmati,Lalitpur,Mahalaxmi Municipality,Travel & Tourism,Completed,1,2026-07-06,2026-07-06,Official tourist police source checked; tourism support row added.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Government Services,Completed,5,2026-07-06,2026-07-06,"Official homepage, officials page, and staff page checked; office, Chairperson, Vice Chairperson, CAO, and spokesperson contacts added."
Bagmati,Lalitpur,Konjyosom Rural Municipality,Information & Inquiry,Completed,1,2026-07-06,2026-07-06,Official staff and contact page footer checked; Information Officer row added.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Government Complaints,Completed,1,2026-07-06,2026-07-06,Official staff page checked; grievance-hearing officer contact added.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Emergency Services,Completed,1,2026-07-06,2026-07-06,Official office and health coordinator contacts checked; emergency coverage row added with national short-code context.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Police & Security,Completed,2,2026-07-06,2026-07-06,"Official Lalitpur police range, tourist police, and traffic police sources checked; police coverage rows added."
Bagmati,Lalitpur,Konjyosom Rural Municipality,Health & Ambulance,Completed,1,2026-07-06,2026-07-06,Official staff page checked; health coordinator row added. Local ambulance or hospital switchboard not confirmed in this pass.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Hospitals,Completed,1,2026-07-06,2026-07-09,"Official municipal procurement notices confirm the 10-bed primary hospital at Shankhu Ward 2, and official health-coordinator plus municipal office contacts are retained as the official hospital coordination contacts. Hospital category closed with one verified row."
Bagmati,Lalitpur,Konjyosom Rural Municipality,Women & Children,Completed,3,2026-07-06,2026-07-06,Official local child welfare contact plus official NWC/NCRC helpline sources checked and added.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Electricity & Utilities,Completed,1,2026-07-06,2026-07-06,Official NEA and KUKL sources checked; coverage row added. Local Konjyosom utility counter not confirmed in this pass.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Disaster & Rescue,Completed,1,2026-07-06,2026-07-06,Official office and health coordinator contacts checked; disaster coverage row added with national hotline context.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Travel & Tourism,Completed,2,2026-07-06,2026-07-06,Official tourism messaging on homepage and official tourist police source checked; tourism support rows added.
Bagmati,Lalitpur,Konjyosom Rural Municipality,Ward Offices,Completed,5,2026-07-06,2026-07-06,Official ward pages and representatives page checked; all 5 ward office rows added.
Bagmati,Lalitpur,Mahankal Rural Municipality,Government Complaints,Completed,1,2026-07-06,2026-07-06,Official contact page checked; public grievance contact row added using published municipal office contacts.
Bagmati,Lalitpur,Mahankal Rural Municipality,Emergency Services,Completed,1,2026-07-06,2026-07-06,Official office and health branch contacts checked; emergency coverage row added with national short-code context.
Bagmati,Lalitpur,Mahankal Rural Municipality,Police & Security,Completed,2,2026-07-06,2026-07-06,Official Lalitpur police range and traffic police helpline sources checked; police coverage rows added.
Bagmati,Lalitpur,Mahankal Rural Municipality,Hospitals,Completed,1,2026-07-06,2026-07-09,Official municipal budget and staff sources confirm Manikhel Hospital continuity and emergency-room context; hospital row upgraded to official municipality coordination contacts.
Bagmati,Lalitpur,Mahankal Rural Municipality,Women & Children,Completed,2,2026-07-06,2026-07-06,Official national women and child helpline sources checked and added. A clean local women or child focal contact was not confirmed in this pass.
Bagmati,Lalitpur,Mahankal Rural Municipality,Electricity & Utilities,Completed,1,2026-07-06,2026-07-06,Official NEA and KUKL sources checked; utility coverage row added.
Bagmati,Lalitpur,Mahankal Rural Municipality,Disaster & Rescue,Completed,1,2026-07-06,2026-07-06,Official office and health branch contacts checked; disaster coverage row added with national hotline context.
Bagmati,Lalitpur,Mahankal Rural Municipality,Travel & Tourism,Completed,2,2026-07-06,2026-07-06,Official municipal office and tourist police sources checked; tourism support rows added.
Bagmati,Lalitpur,Mahankal Rural Municipality,Ward Offices,Completed,5,2026-07-06,2026-07-06,Official ward pages and officials page checked; ward office rows added for Wards 1 through 5. Ward 6 contact was seen in a policy PDF snippet but not used in this pass.
Bagmati,Lalitpur,Bagmati Rural Municipality,Emergency Services,Completed,1,2026-07-08,2026-07-08,"Official homepage, staff page, and official procurement/policy documents checked; emergency coverage row added using municipal office and health branch contacts with national short-code context."
Bagmati,Lalitpur,Bagmati Rural Municipality,Police & Security,Completed,2,2026-07-08,2026-07-08,Official Nepal Police Lalitpur range page and official traffic police helpline page checked; Bhattedanda Police Post and traffic helpline rows added.
Bagmati,Lalitpur,Bagmati Rural Municipality,Hospitals,Completed,1,2026-07-08,2026-07-08,Official municipal policy documents confirm Thansingtar Hospital is operating; official health-branch contacts were added because a separate hospital switchboard was not clearly published in this pass.
Bagmati,Lalitpur,Bagmati Rural Municipality,Health & Ambulance,Completed,1,2026-07-08,2026-07-08,Official staff page and policy documents checked; health branch and ambulance coordination row added using official health-branch contacts. Separate public ambulance number not cleanly published in this pass.
Bagmati,Lalitpur,Bagmati Rural Municipality,Women & Children,Completed,3,2026-07-08,2026-07-08,Official municipal child welfare officer contact and official national women/child helpline sources checked; three rows added.
Bagmati,Lalitpur,Bagmati Rural Municipality,Electricity & Utilities,Completed,1,2026-07-09,2026-07-09,Official NEA no-light and distribution-center sources checked; municipal policy documents checked for local drinking-water coverage. One utility coverage row added.
Bagmati,Lalitpur,Bagmati Rural Municipality,Government Complaints,Completed,1,2026-07-09,2026-07-09,Official grievance page and official contact details checked; suggestion and grievance contact row added.
Bagmati,Lalitpur,Bagmati Rural Municipality,Disaster & Rescue,Completed,1,2026-07-09,2026-07-09,"Official emergency-operation procedure, disaster-safety notice, and emergency-ward procurement notice checked; one disaster coverage row added using municipal and health contacts."
Bagmati,Lalitpur,Bagmati Rural Municipality,Travel & Tourism,Completed,2,2026-07-09,2026-07-09,Official municipality homepage and official Nepal Police tourist police sources checked; municipal tourism support and tourist police coverage rows added.
Bagmati,Bhaktapur,Bhaktapur Municipality,Government Complaints,Completed,1,2026-07-09,2026-07-09,Official contact page checked; complain/problems contact row added.
Bagmati,Bhaktapur,Suryabinayak Municipality,Police & Security,Completed,2,2026-07-09,2026-07-09,Official municipal police pages and official traffic police helpline checked; two police/security rows added.
Bagmati,Bhaktapur,Changunarayan Municipality,Police & Security,Completed,2,2026-07-09,2026-07-09,Official Changunarayan staff/municipal police pages and official traffic police helpline checked; two police/security rows added.
Bagmati,Bhaktapur,Madhyapur Thimi Municipality,Women & Children,Completed,3,2026-07-09,2026-07-09,Official women/children branch page and official national helpline sources checked; three rows added.
Bagmati,Bhaktapur,Madhyapur Thimi Municipality,Disaster & Rescue,Completed,1,2026-07-09,2026-07-09,Official disaster-management page and municipality hospital emergency contact block checked; one disaster coverage row added.
Bagmati,Bhaktapur,Madhyapur Thimi Municipality,Travel & Tourism,Completed,2,2026-07-09,2026-07-09,Official municipal contact/tourism context and official tourist police sources checked; two tourism rows added.
National,National,National,Police & Security,Completed,1,2026-07-09,2026-07-09,Official Nepal Police Headquarters public contact and emergency context checked; one national police/security row added.
National,National,National,Hospitals,Completed,1,2026-07-09,2026-07-09,Official Bir Hospital source checked; one national government hospital row added.
National,National,National,Health & Ambulance,Completed,1,2026-07-09,2026-07-09,Official HEOC Ambulance Nepal source checked; one national health/ambulance row added.
National,National,National,Electricity & Utilities,Completed,1,2026-07-09,2026-07-09,Official NEA outage hotline source checked; one national electricity utility row added.
National,National,National,Government Services,Completed,1,2026-07-09,2026-07-09,Official Government of Nepal central portal contact checked; one national government services row added.
National,National,National,Travel & Tourism,Completed,1,2026-07-09,2026-07-09,Official Nepal Tourism Board contact page checked; one national tourism support row added.
National,National,National,Information & Inquiry,Completed,1,2026-07-09,2026-07-09,Official Nepal Telecom number inquiry source checked; one national information/inquiry row added.
National,National,National,Ward Offices,Completed,0,2026-07-09,2026-07-09,Not applicable at the national level. No ward-office row added.
